,Unnamed: 0,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y,string
108,108,Lund_03042,Dirt road,Pasture,Road,Land lot,Rural area,Grass,Trail,Grass family,Thoroughfare,Shrubland,Rinnebick Gorge,T ) Thomas Hildebre, Oct 2018,"Dirt road,Pasture,Road,Land lot,Rural area,Grass,Trail,Grass family,Thoroughfare,Shrubland"
109,109,Lund_00385,Property,Estate,House,Building,Home,Architecture,Tree,Real estate,Residential area,Botany,Kulturen,@ Erik Olausson, Jun 2017,"Property,Estate,House,Building,Home,Architecture,Tree,Real estate,Residential area,Botany"
110,110,Lund_00925,Classical architecture,Building,Landmark,Architecture,Mansion,Palace,Estate,Official residence,Facade,Stately home,Lundagérd ¢,@ Ludovic Barth, Jul 2015,"Classical architecture,Building,Landmark,Architecture,Mansion,Palace,Estate,Official residence,Facade,Stately home"
111,111,Lund_00875,Estate,Building,Property,Mansion,House,Landmark,Palace,Manor house,Official residence,Architecture,Lundagérd c,‘3 Adam Fischer,,"Estate,Building,Property,Mansion,House,Landmark,Palace,Manor house,Official residence,Architecture"
112,112,Lund_01675,Town,Building,Human settlement,Public space,Plaza,City,Town square,Neighbourhood,Architecture,Mixed-use,Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007,"Town,Building,Human settlement,Public space,Plaza,City,Town square,Neighbourhood,Architecture,Mixed-use"
113,113,Lund_02987,Grassland,Nature,Plain,Sky,Horizon,Natural environment,Green,Morning,Natural landscape,Atmospheric phenomenon,Klosteréngshojden,W Wokitty b, May 2017,"Grassland,Nature,Plain,Sky,Horizon,Natural environment,Green,Morning,Natural landscape,Atmospheric phenomenon"
114,114,Lund_01416,Landmark,Classical architecture,Architecture,Building,Palace,Facade,House,Sky,Mansion,City,Lundagérd,4{3’ Diego Reyes Gon,,"Landmark,Classical architecture,Architecture,Building,Palace,Facade,House,Sky,Mansion,City"
115,115,Lund_02377,Home,Property,House,Lighting,Building,Sky,Real estate,Night,Architecture,Cottage,Ljungs Handel ¢,K @ Kent Olsson, Jan 2018,"Home,Property,House,Lighting,Building,Sky,Real estate,Night,Architecture,Cottage"
116,116,Lund_00258,Building,Landmark,Architecture,Château,Stately home,Estate,Mansion,Manor house,Historic house,Palace,Bantorget 8,Bantorget 8, Mar 2017,"Building,Landmark,Architecture,Château,Stately home,Estate,Mansion,Manor house,Historic house,Palace"
117,117,Lund_02072,Reflection,Water,Sky,Architecture,House,Waterway,Tree,Cloud,Home,Building,Botanical Garden,é ) Peter Vang Chris, Oct 2012,"Reflection,Water,Sky,Architecture,House,Waterway,Tree,Cloud,Home,Building"
118,118,Lund_01974,Landmark,Architecture,Sky,Building,Town,City,Tower,Steeple,Urban area,Clock tower,Lund Cathedral,@ akram alqutaifan, Jul 2018,"Landmark,Architecture,Sky,Building,Town,City,Tower,Steeple,Urban area,Clock tower"
119,119,Lund_02451,Building,Fuel,Filling station,Retail,Vehicle,Convenience store,Gasoline,Business,Gas,,CircleK,"’I‘, Johan Carlsson", Aug 2017,
120,120,Lund_03189,Estate,Building,Landmark,Sky,Mansion,Palace,Architecture,Stately home,Château,Official residence,Lundagérd,Ozren HadZiagi¢-, Jul 2007,"Estate,Building,Landmark,Sky,Mansion,Palace,Architecture,Stately home,Château,Official residence"
121,121,Lund_02630,First-class cricket,Goal,Grass,Soccer,Sky,Sport venue,Team sport,Player,Sports equipment,Net,Klostergérdens IP,Florian Weissbac, Sep 2018,"First-class cricket,Goal,Grass,Soccer,Sky,Sport venue,Team sport,Player,Sports equipment,Net"
122,122,Lund_02242,Water resources,Body of water,Water,Sky,Natural landscape,River,Natural environment,Lake,Bank,Vegetation,L TR TR,Charlotte Skarin, May 2017,"Water resources,Body of water,Water,Sky,Natural landscape,River,Natural environment,Lake,Bank,Vegetation"
123,123,Lund_02292,Body of water,Water resources,Stream,Riparian zone,Watercourse,Nature,Waterway,Bank,River,Natural landscape,Rinnebick Gorge 2,M Maria Tracz, Sep 2016,"Body of water,Water resources,Stream,Riparian zone,Watercourse,Nature,Waterway,Bank,River,Natural landscape"
124,124,Lund_00737,Water,Water resources,Pond,Natural landscape,Bank,Waterway,Botany,Watercourse,Garden,Fish pond,Lundagérd,@ Juca Felix Galino, Jul 2016,"Water,Water resources,Pond,Natural landscape,Bank,Waterway,Botany,Watercourse,Garden,Fish pond"
125,125,Lund_01884,Building,Landmark,Architecture,Town,Stately home,City,Facade,Palace,Sky,Estate,University Library,R G074, Jun 2018,"Building,Landmark,Architecture,Town,Stately home,City,Facade,Palace,Sky,Estate"
126,126,Lund_02581,Landmark,Garden,Botany,Tree,Park,Botanical garden,Monument,Building,Architecture,Recreation,Lundagérd ¢,@ Ingvar Olsson, Jul 2018,"Landmark,Garden,Botany,Tree,Park,Botanical garden,Monument,Building,Architecture,Recreation"
127,127,Lund_02812,Estate,Building,Mansion,Architecture,Landmark,Palace,Property,Stately home,Classical architecture,Sky,R LE O T,R LE O T, Apr 2017,"Estate,Building,Mansion,Architecture,Landmark,Palace,Property,Stately home,Classical architecture,Sky"
128,128,Lund_02813,Landmark,Building,Architecture,Classical architecture,Medieval architecture,Facade,Historic site,Place of worship,Cathedral,City,Chocolaterie Hovby |,A  Anna-Grethe Sore, May 2017,"Landmark,Building,Architecture,Classical architecture,Medieval architecture,Facade,Historic site,Place of worship,Cathedral,City"
129,129,Lund_00879,Town,Building,Human settlement,City,Public space,Architecture,Town square,Neighbourhood,Cobblestone,Street,Lundagérd,% LEVL GRGET ), Oct 2017,"Town,Building,Human settlement,City,Public space,Architecture,Town square,Neighbourhood,Cobblestone,Street"
130,130,Lund_01049,Landmark,Architecture,Building,Medieval architecture,Place of worship,Church,Sky,Tower,Classical architecture,Steeple,[T T o1 T T T,[T T o1 T T T, Jul 2014,"Landmark,Architecture,Building,Medieval architecture,Place of worship,Church,Sky,Tower,Classical architecture,Steeple"
131,131,Lund_02262,Road,Dirt road,Natural landscape,Nature,Grassland,Cloud,Sky,Natural environment,Plain,Vegetation,Klosteréingshdjden,Olexiy Avramche, Oct 2017,"Road,Dirt road,Natural landscape,Nature,Grassland,Cloud,Sky,Natural environment,Plain,Vegetation"
132,132,Lund_03146,Aerial photography,Bird's-eye view,Land lot,Plain,Sky,Air travel,Atmospheric phenomenon,Photography,Landscape,Rural area,Lund Sédra Tpl.,e Bjorn Davidsson, May 2017,"Aerial photography,Bird's-eye view,Land lot,Plain,Sky,Air travel,Atmospheric phenomenon,Photography,Landscape,Rural area"
133,133,Lund_02749,Body of water,Water,Natural environment,Sky,Bank,River,Waterway,Water resources,Reservoir,Lake,Killbybadet ¢,h ) helen kaic,,"Body of water,Water,Natural environment,Sky,Bank,River,Waterway,Water resources,Reservoir,Lake"
134,134,Lund_01246,Building,Landmark,Architecture,Town,City,Facade,Human settlement,Sky,Tower,Metropolitan area,Lund Cathedral ¢,Py ), Jul 2016,"Building,Landmark,Architecture,Town,City,Facade,Human settlement,Sky,Tower,Metropolitan area"
135,135,Lund_02191,Property,Building,House,Architecture,Town,Home,Brick,Facade,Tree,Real estate,Asylen,ﬁ BN PN R, Aug 2017,"Property,Building,House,Architecture,Town,Home,Brick,Facade,Tree,Real estate"
136,136,Lund_01510,Medieval architecture,Landmark,Architecture,Building,Cathedral,Gothic architecture,Facade,Sky,Place of worship,Historic site,[T T o1 T 1T,Andrew K, Apr 2017,"Medieval architecture,Landmark,Architecture,Building,Cathedral,Gothic architecture,Facade,Sky,Place of worship,Historic site"
137,137,Lund_00822,Body of water,Reflection,Water,Nature,Waterway,Natural landscape,Tree,Bank,Canal,River,Botanical Garden,1“{ ) Danijel O'Rourke, Sep 2016,"Body of water,Reflection,Water,Nature,Waterway,Natural landscape,Tree,Bank,Canal,River"
138,138,Lund_00399,Classical architecture,Landmark,Building,Architecture,Sky,Mansion,Estate,Palace,House,Facade,Lundagérd 8,@ Martin Giles, Mar 2014,"Classical architecture,Landmark,Building,Architecture,Sky,Mansion,Estate,Palace,House,Facade"
139,139,Lund_01716,Property,House,Home,Cottage,Roof,Building,Real estate,Architecture,Rural area,Hut,Kulturen 8,' Lars Skough, Jul 2018,"Property,House,Home,Cottage,Roof,Building,Real estate,Architecture,Rural area,Hut"
140,140,Lund_03160,Nature,Natural landscape,Water,Sky,Vegetation,Highland,Tree,Wilderness,Natural environment,Watercourse,HSB BRF Linero I Lui,9 Travel to, Apr 2017,"Nature,Natural landscape,Water,Sky,Vegetation,Highland,Tree,Wilderness,Natural environment,Watercourse"
141,141,Lund_01100,Aerial photography,Landmark,Bird's-eye view,Urban area,City,Building,Architecture,Metropolitan area,Photography,Landscape,Ideon Science Park,'?:“ jan kees dommis, Mar 2018,"Aerial photography,Landmark,Bird's-eye view,Urban area,City,Building,Architecture,Metropolitan area,Photography,Landscape"
142,142,Lund_00521,Landmark,Medieval architecture,Building,Castle,Architecture,Estate,Stately home,Sky,Château,Palace,L (LT T,@ BN PN R, Nov 2015,"Landmark,Medieval architecture,Building,Castle,Architecture,Estate,Stately home,Sky,Château,Palace"
143,143,Lund_00892,Building,Property,Architecture,Landmark,House,Real estate,Facade,City,Courthouse,Commercial building,Scandic Star Lund,Z) zvi moses, Aug 2017,"Building,Property,Architecture,Landmark,House,Real estate,Facade,City,Courthouse,Commercial building"
144,144,Lund_02592,Natural landscape,Pasture,Land lot,Natural environment,Field,Rural area,Fence,Tree,Farm,Grassland,Nobbelbvs mosse,3 Michael Hanssor, Jan 2018,"Natural landscape,Pasture,Land lot,Natural environment,Field,Rural area,Fence,Tree,Farm,Grassland"
145,145,Lund_01721,Building,Castle,Property,Fortification,Medieval architecture,Wall,Estate,Architecture,Stately home,Château,Lundagérd,""" Andi Varn Johani", Aug 2011,"Building,Castle,Property,Fortification,Medieval architecture,Wall,Estate,Architecture,Stately home,Château"
146,146,Lund_02850,Landmark,Architecture,Building,Water,Sky,Estate,Mansion,Tree,Palace,Stately home,Botanical Garden,Jens Jgrgen Lykk, Apr 2018,"Landmark,Architecture,Building,Water,Sky,Estate,Mansion,Tree,Palace,Stately home"
147,147,Lund_02179,Building,Property,Architecture,Real estate,House,Home,Shade,,,,|2 ECEN TR 2 2 21 E,Thomas Boo, Sep 2018,
148,148,Lund_01508,Water,Tree,Botany,Architecture,Fountain,Sky,Reflecting pool,Park,Garden,Water feature,Lundagérd,NG P NEE T, Jul 2018,"Water,Tree,Botany,Architecture,Fountain,Sky,Reflecting pool,Park,Garden,Water feature"
149,149,Lund_01028,Building,Property,Architecture,Estate,Stately home,Château,Medieval architecture,Tree,Historic house,Castle,Folkuniversitetets fo,LRI IYCET, Mar 2017,"Building,Property,Architecture,Estate,Stately home,Château,Medieval architecture,Tree,Historic house,Castle"
150,150,Lund_02496,Grass,Sport venue,Player,Team sport,Playground,Lawn,Ball game,Sports,Sports training,Sports equipment,Linero IP {,"@""‘ Staffan Slager", Aug 2016,"Grass,Sport venue,Player,Team sport,Playground,Lawn,Ball game,Sports,Sports training,Sports equipment"
151,151,Lund_00834,Town,City,Human settlement,Public space,Building,Town square,Architecture,Plaza,Mixed-use,Tourism,Park Inn by Radissor,l& Thom Seaman, Oct 2016,"Town,City,Human settlement,Public space,Building,Town square,Architecture,Plaza,Mixed-use,Tourism"
152,152,Lund_00061,Landmark,Building,Town,Tree,Sky,Architecture,Water,Waterway,City,House,' (&1 EY T,' (&1 EY T, Dec 2016,"Landmark,Building,Town,Tree,Sky,Architecture,Water,Waterway,City,House"
153,153,Lund_01155,Classical architecture,Landmark,Building,Architecture,Facade,Palace,Courthouse,City,Official residence,Seat of local government,Lundagérd,@ Juca Felix Galino, Jul 2016,"Classical architecture,Landmark,Building,Architecture,Facade,Palace,Courthouse,City,Official residence,Seat of local government"
154,154,Lund_00717,Building,Landmark,Architecture,Estate,Palace,Property,Classical architecture,Mansion,Official residence,Stately home,Lundagérd,ﬁ; Nicolds Lundin,,"Building,Landmark,Architecture,Estate,Palace,Property,Classical architecture,Mansion,Official residence,Stately home"
155,155,Lund_02513,Fountain,Water,Tree,Water feature,Botany,Garden,Font,Watercourse,Botanical garden,Plant,g) Peter Vang Chris,g) Peter Vang Chris, Jul 2017,"Fountain,Water,Tree,Water feature,Botany,Garden,Font,Watercourse,Botanical garden,Plant"
156,156,Lund_00778,Landmark,Building,Estate,Mansion,Architecture,Palace,Stately home,Official residence,Plaza,Classical architecture,L (LT T,P ) Peter-Michael Wi, Jun 2007,"Landmark,Building,Estate,Mansion,Architecture,Palace,Stately home,Official residence,Plaza,Classical architecture"
157,157,Lund_01097,Reflection,Nature,Water,Natural landscape,Pond,Vegetation,Green,Water resources,Waterway,Nature reserve,Botanical Garden,@ Hans Jirgen Klai, Sep 2018,"Reflection,Nature,Water,Natural landscape,Pond,Vegetation,Green,Water resources,Waterway,Nature reserve"
158,158,Lund_03052,Water,Sky,Soil,Water feature,Park,Concrete,Garden,Circle,,,Per Johan's Park pla\,@ Johan Linse, Dec 2017,
159,159,Lund_01062,House,Tree,Building,Architecture,Palace,Estate,Château,Mansion,Sky,Plant,Lundagérd 9,i\ Bengt Jiirs, Sep 2013,"House,Tree,Building,Architecture,Palace,Estate,Château,Mansion,Sky,Plant"
160,160,Lund_01173,Landmark,Building,Town,Public space,Human settlement,Tree,City,College,Stately home,Architecture,Lundagérd,Ivan Anikienko, Jan 2018,"Landmark,Building,Town,Public space,Human settlement,Tree,City,College,Stately home,Architecture"
161,161,Lund_00863,Landmark,Architecture,Palace,Building,Mansion,Château,Estate,Stately home,Tourism,Villa,Lundagérd,@ Juca Felix Galino, Jun 2016,"Landmark,Architecture,Palace,Building,Mansion,Château,Estate,Stately home,Tourism,Villa"
162,162,Lund_00719,Landmark,Water,Fountain,Sky,Architecture,Garden,Botanical garden,Botany,Tree,Water feature,Lundagérd,S GEERS Wy, Aug 2018,"Landmark,Water,Fountain,Sky,Architecture,Garden,Botanical garden,Botany,Tree,Water feature"
163,163,Lund_00877,Landmark,Architecture,Tree,Building,Estate,House,Mansion,Lawn,Park,City,Stadsparken,C Carmelo Pellegri, Aug 2017,"Landmark,Architecture,Tree,Building,Estate,House,Mansion,Lawn,Park,City"
164,164,Lund_00987,Building,Estate,Architecture,Landmark,Mansion,Property,Palace,Stately home,Sky,Classical architecture,Lundagérd 9,({‘ Lucija Cetin, Jul 2016,"Building,Estate,Architecture,Landmark,Mansion,Property,Palace,Stately home,Sky,Classical architecture"
165,165,Lund_01722,Building,City,Architecture,Town,Property,Human settlement,Landmark,Neighbourhood,Public space,Mixed-use,Lundagérd,'v Rafael Schwartz, May 2018,"Building,City,Architecture,Town,Property,Human settlement,Landmark,Neighbourhood,Public space,Mixed-use"
166,166,Lund_01996,Estate,Building,Palace,Mansion,Stately home,Architecture,Official residence,Campus,House,Manor house,Lundagérd {,Bogdan Kostiv,,"Estate,Building,Palace,Mansion,Stately home,Architecture,Official residence,Campus,House,Manor house"
167,167,Lund_00799,Building,Landmark,Architecture,Medieval architecture,Facade,Church,Cathedral,Sky,Abbey,Place of worship,Lund Cathedral,"""R ET TS T", Sep 2016,"Building,Landmark,Architecture,Medieval architecture,Facade,Church,Cathedral,Sky,Abbey,Place of worship"
168,168,Lund_01787,Landmark,Sky,Tree,Garden,Architecture,Botany,Building,Grass,Steeple,Park,Lundagérd,Benjamin Kiintze, Aug 2018,"Landmark,Sky,Tree,Garden,Architecture,Botany,Building,Grass,Steeple,Park"
169,169,Lund_02190,Natural landscape,Nature,Water,Waterway,Watercourse,River,Stream,Water resources,Bank,Wilderness,Rinnebiéck Gorge,a Daniel Nilsson, Nov 2017,"Natural landscape,Nature,Water,Waterway,Watercourse,River,Stream,Water resources,Bank,Wilderness"
170,170,Lund_02736,Nature,Reflection,Water,Natural landscape,Vegetation,Water resources,Lake,Bank,Natural environment,Pond,Nobbelbvs mosse,M Maria Tracz, Jul 2017,"Nature,Reflection,Water,Natural landscape,Vegetation,Water resources,Lake,Bank,Natural environment,Pond"
171,171,Lund_02243,Sport venue,Stadium,Grass,Plain,Land lot,Field,Grass family,Baseball field,Grassland,Baseball park,Rabysjon och Raby s,ﬂ) Mr.Roman Lak, Apr 2017,"Sport venue,Stadium,Grass,Plain,Land lot,Field,Grass family,Baseball field,Grassland,Baseball park"
172,172,Lund_01287,Property,Building,Estate,House,Architecture,Mansion,Stately home,Manor house,Real estate,Tree,[T TV HTET 3 T,a Abubakar M, Aug 2017,"Property,Building,Estate,House,Architecture,Mansion,Stately home,Manor house,Real estate,Tree"
173,173,Lund_02331,Sport venue,Stadium,Grass,Lawn,Sky,Atmosphere,Arena,Land lot,Team sport,Baseball field,. Christoffer Nor,. Christoffer Nor,Photo,"Sport venue,Stadium,Grass,Lawn,Sky,Atmosphere,Arena,Land lot,Team sport,Baseball field"
174,174,Lund_01168,Body of water,Natural landscape,Bank,Water resources,Pond,Nature,Water,Watercourse,River,Natural environment,Stadsparken ¢,ﬂ Wiestaw Buda, May 2018,"Body of water,Natural landscape,Bank,Water resources,Pond,Nature,Water,Watercourse,River,Natural environment"
175,175,Lund_03197,Classical architecture,Building,Palace,Landmark,Architecture,Mansion,Château,Official residence,Facade,Estate,Lundagérd,(VI E R I GTET), Oct 2018,"Classical architecture,Building,Palace,Landmark,Architecture,Mansion,Château,Official residence,Facade,Estate"
176,176,Lund_00201,Town,Street,Neighbourhood,Road,Building,Human settlement,Alley,City,Infrastructure,Lane,[T 3,0 Krist Kogi,,"Town,Street,Neighbourhood,Road,Building,Human settlement,Alley,City,Infrastructure,Lane"
177,177,Lund_03147,Building,Commercial building,Architecture,Facade,Sky,Corporate headquarters,Mixed-use,Company,Headquarters,City,CircleK 9,Jill Miller, Aug 2017,"Building,Commercial building,Architecture,Facade,Sky,Corporate headquarters,Mixed-use,Company,Headquarters,City"
178,178,Lund_00659,Estate,Building,Palace,Mansion,Official residence,Stately home,Château,Manor house,Classical architecture,Presidential palace,Lundagérd,(@) Steinar Kjeernsrg, Jul 2017,"Estate,Building,Palace,Mansion,Official residence,Stately home,Château,Manor house,Classical architecture,Presidential palace"
179,179,Lund_00240,Classical architecture,Landmark,Architecture,Building,Sky,Palace,Facade,Official residence,Courthouse,City,Lundagérd,m Zaydon Kamisi,,"Classical architecture,Landmark,Architecture,Building,Sky,Palace,Facade,Official residence,Courthouse,City"
